daily_travel_time,vehicle_ownership,location_type,nearby_industries,green_space_access,home_air_quality,work_location_type,smoker_in_household,noise_pollution_level,use_of_air_purifiers,awareness_level,years_in_location,pollution_exposure_score,risk_category
,None,Urban,3.0,Low,36.8,Fieldwork,False,51.1,True,Low,21.0,63.35,Medium
44.8,Car,Rural,2.0,Moderate,63.6,Factory,False,47.8,True,High,1.0,34.79,Medium
66.7,None,Semi-Urban,0.0,Moderate,92.6,Remote,False,65.9,False,Medium,25.0,29.62,Low
54.5,,Semi-Urban,1.0,Moderate,64.1,Factory,False,63.5,False,Medium,25.0,40.78,Medium
44.5,,Urban,3.0,High,94.0,,False,53.5,False,High,18.0,46.64,Medium
61.4,Two-wheeler,Urban,1.0,,51.5,Office,False,65.5,True,High,4.0,38.26,Medium
72.8,,Rural,4.0,Low,56.2,Office,False,66.4,False,Medium,23.0,52.56,Medium
,Two-wheeler,Rural,1.0,Low,59.7,Factory,False,26.5,False,,25.0,45.51,Medium
45.2,Car,Urban,1.0,Moderate,57.5,Factory,True,27.0,False,High,30.0,53.34,Medium
18.8,,Urban,2.0,Moderate,77.5,Remote,False,24.2,False,Low,31.0,35.49,Medium
23.7,Car,Semi-Urban,2.0,Low,27.1,Factory,False,19.7,False,Low,22.0,65.87,Medium
38.9,Car,Semi-Urban,2.0,Low,53.2,Remote,False,66.2,False,High,14.0,49.38,Medium
32.8,None,Rural,3.0,High,85.0,Office,True,66.3,False,Medium,28.0,37.46,Medium
41.3,Car,Urban,3.0,Moderate,52.6,Office,False,59.0,False,High,38.0,49.62,Medium
46.1,Two-wheeler,Urban,2.0,Moderate,73.9,Factory,False,83.2,False,High,34.0,49.77,Medium
55.6,Public Only,Urban,2.0,High,69.1,Remote,False,43.8,False,Medium,17.0,35.11,Medium
43.6,,Urban,1.0,High,58.9,Remote,False,36.2,False,Medium,12.0,27.65,Low
54.7,Public Only,Urban,1.0,Low,64.7,Factory,False,52.5,False,Medium,36.0,51.66,Medium
46.3,Car,Rural,1.0,Moderate,58.7,Remote,False,72.8,False,Low,37.0,41.45,Medium
5.5,None,Semi-Urban,0.0,Moderate,28.1,Factory,False,38.2,True,Medium,33.0,29.05,Low
26.2,Car,Rural,2.0,High,66.9,Office,False,88.8,False,Low,3.0,36.29,Medium
42.1,Car,Urban,3.0,Low,50.8,Fieldwork,False,48.6,True,High,30.0,59.9,Medium
20.8,Public Only,Urban,3.0,Moderate,39.3,Fieldwork,False,60.3,False,High,25.0,55.22,Medium
57.0,,Urban,4.0,Moderate,65.8,Factory,False,53.3,False,Medium,9.0,51.71,Medium
75.6,None,Urban,4.0,High,64.8,Fieldwork,False,42.1,False,Medium,2.0,51.99,Medium
69.4,None,Rural,1.0,High,74.7,Office,False,68.2,True,Medium,14.0,23.7,Low
40.7,None,Urban,,Moderate,56.1,Office,False,0.0,False,Low,24.0,55.92,Medium
74.8,None,Urban,3.0,Moderate,72.9,Office,False,43.2,True,Low,29.0,45.1,Medium
,Two-wheeler,Urban,1.0,High,60.3,Remote,True,65.9,False,High,23.0,39.26,Medium
38.3,None,Urban,2.0,Moderate,65.2,Remote,False,21.0,False,Low,13.0,35.76,Medium
,Public Only,Semi-Urban,4.0,High,66.4,Factory,False,36.0,False,High,26.0,45.97,Medium
39.0,Public Only,Urban,2.0,High,40.0,Remote,False,40.1,True,Medium,22.0,37.48,Medium
37.2,None,Semi-Urban,2.0,High,65.7,Fieldwork,False,43.4,False,High,40.0,38.6,Medium
48.4,None,Semi-Urban,1.0,Low,61.6,Fieldwork,False,38.0,False,Low,23.0,46.45,Medium
48.2,Two-wheeler,Urban,0.0,Moderate,55.9,Remote,False,29.6,False,High,31.0,27.4,Low
45.1,,Urban,1.0,Moderate,61.7,Remote,False,48.6,False,Medium,30.0,31.11,Medium
,None,Semi-Urban,1.0,Moderate,98.2,Office,False,66.1,False,,26.0,31.94,Medium
68.8,Two-wheeler,Semi-Urban,5.0,Moderate,31.2,Office,False,57.6,True,Medium,38.0,54.52,Medium
64.0,Car,Urban,1.0,Moderate,58.0,,False,70.5,True,,,38.91,Medium
15.3,None,Urban,2.0,Moderate,72.2,Office,True,46.0,True,Low,6.0,30.44,Medium
0.0,Two-wheeler,Urban,1.0,High,41.3,Office,False,75.2,False,Low,1.0,35.71,Medium
63.7,Public Only,Urban,4.0,Moderate,65.6,Fieldwork,False,24.5,True,High,20.0,48.63,Medium
17.7,None,Urban,2.0,Low,64.5,Remote,False,76.2,False,Low,27.0,47.91,Medium
40.5,None,Urban,1.0,Low,36.2,Factory,False,71.8,False,High,33.0,61.92,Medium
21.6,Public Only,Urban,1.0,Low,51.2,,True,18.4,True,Medium,21.0,34.22,Medium
9.0,,Urban,1.0,High,86.8,Fieldwork,True,59.4,False,Medium,11.0,32.86,Medium
55.8,Two-wheeler,Urban,4.0,High,36.1,Factory,False,47.5,False,High,1.0,58.96,Medium
60.2,Public Only,Rural,3.0,Moderate,53.4,Fieldwork,False,47.9,False,Medium,14.0,38.06,Medium
,Car,Semi-Urban,0.0,Moderate,57.5,Office,False,51.3,False,Medium,19.0,27.09,Low
0.0,None,Rural,0.0,Moderate,60.1,Factory,False,37.6,True,High,3.0,9.42,Low
34.1,Car,Urban,0.0,Low,53.8,Fieldwork,False,68.8,True,Medium,15.0,46.92,Medium
,Two-wheeler,Semi-Urban,1.0,Moderate,61.2,Remote,False,50.1,False,,29.0,32.31,Medium
15.4,Public Only,Urban,1.0,Moderate,59.5,Fieldwork,False,27.5,True,,1.0,23.35,Low
48.7,None,Semi-Urban,3.0,High,70.7,Fieldwork,False,49.2,False,Low,18.0,45.61,Medium
44.7,Public Only,Urban,3.0,Moderate,72.7,Remote,False,40.5,True,Medium,30.0,35.48,Medium
56.6,Public Only,Urban,2.0,Moderate,66.6,Remote,True,62.3,False,Medium,10.0,42.93,Medium
47.4,Two-wheeler,Rural,4.0,High,63.6,Office,True,23.7,True,Medium,27.0,35.43,Medium
25.5,Two-wheeler,Semi-Urban,1.0,,36.5,Remote,False,90.1,True,,3.0,27.28,Low
68.9,Two-wheeler,Rural,2.0,High,61.7,Remote,False,52.4,False,Medium,16.0,28.42,Low
41.8,,Urban,0.0,Moderate,76.7,Office,False,25.3,False,Medium,10.0,22.54,Low
44.5,None,Urban,1.0,Low,35.8,Fieldwork,False,46.0,False,Medium,8.0,51.96,Medium
26.3,Car,Urban,1.0,Low,40.2,Fieldwork,False,40.3,True,Medium,28.0,56.74,Medium
36.1,Car,Semi-Urban,2.0,High,82.4,Remote,False,34.1,True,Medium,39.0,35.56,Medium
27.3,None,Semi-Urban,2.0,Low,37.5,Office,False,58.5,True,Medium,,41.1,Medium
41.5,Public Only,Rural,3.0,,58.5,Fieldwork,False,94.6,True,Medium,13.0,34.57,Medium
79.2,None,Urban,2.0,Moderate,51.7,Fieldwork,False,87.4,True,Medium,26.0,48.02,Medium
,Car,Semi-Urban,1.0,Moderate,81.5,Fieldwork,True,54.0,True,High,4.0,33.15,Medium
12.7,Car,Urban,,Moderate,64.5,Fieldwork,False,34.4,False,,34.0,50.95,Medium
74.4,None,Urban,2.0,Low,71.9,Remote,True,55.6,True,Low,18.0,51.96,Medium
40.8,Two-wheeler,Semi-Urban,2.0,Low,60.8,Fieldwork,False,64.8,False,High,22.0,49.36,Medium
31.6,Public Only,Semi-Urban,2.0,Low,89.9,Office,True,54.1,False,Low,11.0,43.11,Medium
65.8,None,Urban,1.0,Low,48.8,Office,False,64.9,True,,9.0,53.27,Medium
32.9,Car,Urban,0.0,Low,65.2,Remote,True,58.9,False,Medium,34.0,47.42,Medium
81.5,Two-wheeler,Urban,0.0,Moderate,78.9,Factory,True,55.7,False,Low,18.0,48.78,Medium
58.6,,Urban,2.0,,82.3,Fieldwork,False,25.7,False,High,22.0,52.52,Medium
35.2,Car,Urban,3.0,Low,56.0,Remote,False,47.4,False,Low,10.0,56.9,Medium
88.1,Public Only,Urban,2.0,Moderate,29.6,Factory,True,88.2,False,Medium,28.0,69.5,Medium
32.9,Two-wheeler,Urban,2.0,Low,54.2,Remote,True,59.8,True,Low,23.0,45.47,Medium
59.8,Car,Rural,5.0,High,86.2,Remote,False,73.4,False,High,3.0,51.14,Medium
51.0,Two-wheeler,Rural,,Moderate,48.6,Factory,False,90.2,True,High,7.0,41.4,Medium
,None,Urban,2.0,High,64.4,Office,False,26.4,True,Low,8.0,36.25,Medium
76.2,None,Rural,2.0,Low,55.4,Factory,False,100.0,False,Medium,32.0,54.77,Medium
,Public Only,Semi-Urban,3.0,Low,58.9,Fieldwork,True,69.5,False,High,1.0,55.37,Medium
29.9,Two-wheeler,Urban,2.0,Moderate,79.7,Factory,False,73.2,False,Low,25.0,49.74,Medium
54.2,Two-wheeler,Urban,2.0,Moderate,63.8,Fieldwork,False,36.6,False,Medium,26.0,43.57,Medium
31.4,Public Only,Rural,4.0,Moderate,90.6,Fieldwork,False,64.5,False,High,35.0,45.57,Medium
85.3,Public Only,Semi-Urban,2.0,Moderate,74.6,Office,False,34.0,False,Medium,13.0,35.23,Medium
,,Rural,1.0,,62.0,Remote,False,53.0,True,High,28.0,17.9,Low
37.7,None,Rural,3.0,High,58.6,Factory,False,56.7,False,High,11.0,35.3,Medium
48.7,Public Only,Urban,1.0,Low,65.0,Fieldwork,True,45.2,True,,12.0,44.54,Medium
18.1,None,Urban,2.0,Moderate,41.5,Factory,False,73.0,True,High,28.0,48.16,Medium
25.6,Public Only,Urban,1.0,Moderate,44.1,Factory,True,39.6,True,High,25.0,44.52,Medium
69.0,Two-wheeler,Urban,2.0,Moderate,71.4,Fieldwork,False,9.8,False,,29.0,46.73,Medium
31.9,,Urban,1.0,Low,73.8,Fieldwork,False,45.1,True,Low,1.0,39.6,Medium
24.1,Public Only,Urban,3.0,Moderate,40.2,Remote,False,75.1,False,Medium,40.0,51.36,Medium
55.7,Public Only,Urban,2.0,Moderate,72.9,Factory,False,99.1,True,Medium,23.0,45.08,Medium
68.7,None,Urban,2.0,High,57.4,Fieldwork,False,76.3,False,High,25.0,50.41,Medium
,Car,Urban,2.0,Moderate,47.5,Remote,False,71.3,False,Low,17.0,62.43,Medium
64.9,None,Urban,1.0,Low,55.3,Factory,True,42.4,False,Low,7.0,57.2,Medium
29.9,Two-wheeler,Urban,3.0,Moderate,73.3,Factory,False,96.1,False,Low,30.0,55.06,Medium
16.6,Public Only,Urban,2.0,,69.1,Fieldwork,False,63.7,False,,6.0,42.21,Medium
75.0,,Semi-Urban,2.0,Moderate,64.5,Office,False,64.5,False,Low,31.0,45.49,Medium
38.5,Car,Rural,,Moderate,65.7,Fieldwork,False,62.6,False,High,8.0,42.03,Medium
40.0,None,Urban,0.0,Moderate,42.9,Factory,True,26.8,False,Medium,29.0,47.79,Medium
71.6,Two-wheeler,Urban,2.0,Moderate,68.2,Office,True,57.7,True,Medium,25.0,39.37,Medium
56.1,,Rural,3.0,Low,53.1,Fieldwork,False,20.9,False,Low,9.0,49.77,Medium
54.1,Public Only,Semi-Urban,2.0,Moderate,90.3,Office,False,66.5,False,High,31.0,37.33,Medium
,Two-wheeler,Semi-Urban,4.0,Moderate,54.3,Remote,True,56.7,False,High,38.0,53.54,Medium
,Car,Urban,2.0,Low,93.4,Fieldwork,False,37.4,True,High,29.0,53.51,Medium
63.6,,Rural,2.0,Moderate,57.6,Factory,False,72.5,False,High,16.0,40.79,Medium
46.1,None,Rural,4.0,Moderate,58.6,Factory,False,42.8,False,High,37.0,45.87,Medium
50.4,,Semi-Urban,1.0,Low,55.6,Office,False,43.3,True,Medium,8.0,37.02,Medium
75.6,,Urban,2.0,Moderate,41.1,Office,False,60.7,False,Medium,5.0,49.85,Medium
55.2,Two-wheeler,Rural,,High,79.9,Remote,False,49.7,False,Low,36.0,29.52,Low
55.8,None,Semi-Urban,2.0,Moderate,61.5,Fieldwork,True,54.7,True,Low,,42.42,Medium
66.5,Car,Semi-Urban,3.0,Moderate,69.4,,False,70.6,False,,3.0,47.88,Medium
,None,Urban,2.0,,84.2,Office,True,35.2,False,Medium,34.0,39.39,Medium
,None,Semi-Urban,2.0,Low,58.0,Factory,False,33.5,True,High,5.0,37.0,Medium
24.1,Public Only,Urban,2.0,Moderate,58.6,Remote,False,45.3,False,Medium,8.0,27.91,Low
5.7,Two-wheeler,Urban,2.0,Low,62.2,Fieldwork,True,48.7,False,,37.0,50.23,Medium
86.1,Two-wheeler,Semi-Urban,2.0,Moderate,40.8,Factory,False,62.8,True,Low,12.0,57.41,Medium
22.9,Public Only,Urban,0.0,,32.6,Fieldwork,True,88.8,False,Medium,18.0,45.48,Medium
40.6,Two-wheeler,Semi-Urban,4.0,Moderate,37.4,Office,True,49.1,False,Medium,27.0,51.99,Medium
39.5,Two-wheeler,Semi-Urban,0.0,Moderate,78.6,Office,False,50.7,False,Medium,7.0,17.14,Low
51.1,Two-wheeler,Urban,2.0,High,55.1,Fieldwork,False,37.0,True,High,19.0,37.34,Medium
61.3,Car,Semi-Urban,1.0,High,71.8,Fieldwork,False,34.5,True,Medium,40.0,42.88,Medium
62.2,,Rural,0.0,Low,56.1,Office,False,63.5,False,High,18.0,32.02,Medium
,None,Urban,1.0,Low,36.3,Remote,False,50.8,False,Medium,36.0,47.86,Medium
41.7,Car,Semi-Urban,3.0,High,73.0,Remote,False,74.9,True,Medium,8.0,39.92,Medium
50.7,None,Urban,1.0,Moderate,46.7,Fieldwork,False,72.8,True,Medium,29.0,47.91,Medium
40.0,Public Only,Urban,1.0,Moderate,68.7,Fieldwork,True,67.4,False,,18.0,44.07,Medium
77.1,Public Only,Urban,4.0,Low,73.9,Office,False,20.8,False,Medium,5.0,54.57,Medium
54.8,Public Only,Urban,1.0,Moderate,59.3,Fieldwork,False,63.7,False,Medium,5.0,39.95,Medium
59.7,Two-wheeler,Urban,,Low,67.1,Fieldwork,True,31.3,True,High,25.0,57.69,Medium
58.3,Car,Rural,3.0,High,38.7,Factory,False,12.3,False,High,1.0,54.95,Medium
68.5,Public Only,Semi-Urban,3.0,Low,100.0,Fieldwork,False,54.4,True,,11.0,47.88,Medium
48.6,None,Semi-Urban,3.0,Moderate,66.6,Fieldwork,False,77.2,False,Low,14.0,49.33,Medium
19.1,Two-wheeler,Urban,1.0,Low,71.7,Fieldwork,False,64.2,True,Low,9.0,43.19,Medium
53.0,Two-wheeler,Semi-Urban,,Moderate,74.0,Remote,False,32.4,True,Medium,,19.19,Low
32.0,Car,Urban,0.0,High,57.9,Office,False,100.0,False,High,24.0,36.6,Medium
34.4,Car,Urban,1.0,Low,61.2,Office,False,66.3,False,Medium,6.0,47.16,Medium
,Car,Urban,1.0,Low,76.3,Factory,False,33.2,False,Medium,17.0,57.52,Medium
69.8,Two-wheeler,Urban,1.0,Moderate,54.5,Remote,False,9.1,True,Medium,11.0,27.68,Low
45.4,Public Only,Urban,4.0,Moderate,65.9,Remote,False,45.9,False,Medium,30.0,44.5,Medium
51.2,None,Semi-Urban,0.0,High,67.0,Office,False,10.7,False,Low,12.0,24.55,Low
79.0,Public Only,Rural,2.0,Low,49.0,Fieldwork,False,29.4,True,Low,15.0,54.91,Medium
49.8,None,Urban,6.0,Moderate,66.7,Office,True,16.0,False,Low,14.0,60.2,Medium
97.0,Public Only,Urban,,Moderate,34.6,Fieldwork,False,34.9,False,Medium,8.0,61.31,Medium
56.3,Car,Urban,0.0,Low,73.8,Fieldwork,False,39.3,True,High,13.0,46.07,Medium
9.8,None,Rural,2.0,Low,83.5,Remote,False,32.5,False,Low,28.0,33.37,Medium
60.1,Two-wheeler,Rural,2.0,High,73.6,,False,96.0,True,Medium,20.0,27.55,Low
52.6,None,Semi-Urban,2.0,High,82.5,Factory,False,46.3,False,Medium,26.0,40.62,Medium
70.8,Two-wheeler,Rural,3.0,Moderate,48.6,Office,False,76.6,True,High,40.0,46.34,Medium
,Public Only,Urban,0.0,High,56.6,Factory,False,61.4,False,High,40.0,44.15,Medium
42.2,Car,Rural,5.0,Low,61.9,Remote,False,45.9,False,Medium,23.0,56.01,Medium
20.5,,Urban,5.0,Moderate,61.9,Fieldwork,False,40.4,False,Medium,15.0,48.95,Medium
,Two-wheeler,Urban,0.0,Moderate,53.4,Office,False,77.0,True,Medium,28.0,25.55,Low
28.0,Public Only,Semi-Urban,2.0,High,46.3,Remote,False,29.3,False,Medium,1.0,31.8,Medium
33.4,Car,Urban,1.0,Moderate,85.9,Remote,True,37.5,False,High,18.0,40.23,Medium
56.8,Car,Semi-Urban,5.0,High,47.5,Fieldwork,False,37.2,False,Medium,9.0,67.66,Medium
78.4,Car,Urban,5.0,High,84.8,Factory,False,51.5,False,Low,2.0,72.03,High
52.9,Public Only,Semi-Urban,3.0,Low,67.4,,False,31.8,False,,13.0,49.91,Medium
21.1,Public Only,Urban,4.0,Low,63.0,Office,True,68.7,False,Low,14.0,59.54,Medium
53.9,,Urban,1.0,Low,68.1,Remote,False,71.5,False,Low,9.0,46.71,Medium
68.9,Car,Rural,0.0,Moderate,82.9,Fieldwork,False,35.6,False,Medium,26.0,37.3,Medium
32.8,None,Rural,3.0,Moderate,20.6,Factory,False,60.5,True,Low,32.0,51.49,Medium
42.3,Two-wheeler,Rural,4.0,Low,65.4,Factory,False,33.2,False,,3.0,48.03,Medium
45.3,Public Only,Semi-Urban,1.0,Moderate,62.2,Factory,False,53.6,False,High,18.0,33.46,Medium
,None,Semi-Urban,2.0,Moderate,62.8,Remote,True,73.4,False,Low,,40.03,Medium
58.0,Two-wheeler,Semi-Urban,3.0,Moderate,74.1,Fieldwork,False,52.1,False,Low,31.0,49.57,Medium
42.6,Car,Urban,0.0,Moderate,50.8,Remote,False,47.9,False,Low,24.0,38.48,Medium
53.4,None,Urban,1.0,Low,42.7,Factory,False,95.8,True,High,34.0,59.95,Medium
27.3,Car,Urban,1.0,Moderate,39.2,Fieldwork,True,57.2,False,Low,5.0,57.26,Medium
36.3,Two-wheeler,Rural,1.0,Low,46.4,Office,False,33.1,False,High,32.0,38.78,Medium
59.4,Public Only,Urban,3.0,Moderate,70.3,Factory,False,31.6,True,High,21.0,45.39,Medium
37.5,Car,Rural,4.0,Moderate,67.6,Fieldwork,False,95.6,False,Low,,58.55,Medium
,None,Semi-Urban,2.0,Moderate,73.2,Remote,False,35.2,True,Medium,33.0,33.32,Medium
37.0,Public Only,Semi-Urban,1.0,Low,53.1,Office,False,36.0,False,Medium,3.0,29.32,Low
49.5,None,Urban,4.0,Moderate,53.8,Fieldwork,False,50.5,True,Low,19.0,50.37,Medium
63.7,,Urban,5.0,High,84.8,Fieldwork,False,64.6,False,Medium,1.0,58.57,Medium
,Two-wheeler,Rural,2.0,Moderate,75.3,Factory,False,25.2,False,Medium,,25.88,Low
9.8,,Urban,1.0,High,71.3,Fieldwork,False,44.4,False,Medium,27.0,31.41,Medium
14.5,None,Urban,2.0,Low,32.6,Remote,False,23.2,False,Medium,23.0,46.64,Medium
,None,Urban,1.0,Low,89.4,Remote,True,46.9,False,High,4.0,44.29,Medium
,None,Urban,1.0,Moderate,58.6,Factory,True,66.4,False,Low,20.0,49.57,Medium
,None,Urban,0.0,Moderate,62.6,Office,False,45.0,True,High,,28.1,Low
33.7,Two-wheeler,Semi-Urban,2.0,Low,66.7,Office,False,89.4,False,Low,31.0,47.04,Medium
48.7,None,Urban,2.0,Moderate,62.5,Fieldwork,True,33.1,True,High,9.0,39.57,Medium
75.8,Two-wheeler,Semi-Urban,1.0,Moderate,57.4,Factory,False,54.4,False,Medium,13.0,38.0,Medium
85.1,None,Urban,2.0,Moderate,62.2,Remote,False,76.1,False,Medium,34.0,47.82,Medium
,None,Rural,2.0,Low,69.5,,False,70.2,True,High,,52.28,Medium
69.2,Car,Semi-Urban,4.0,High,72.7,Fieldwork,False,100.0,True,High,40.0,62.04,Medium
65.5,Car,Urban,2.0,,78.3,Remote,False,56.5,True,Low,30.0,48.06,Medium
56.9,None,Urban,6.0,Moderate,43.5,Fieldwork,False,32.1,True,Medium,22.0,65.54,Medium
60.6,Two-wheeler,Urban,2.0,High,51.8,Remote,True,51.7,False,Medium,7.0,38.66,Medium
34.0,None,Semi-Urban,0.0,Low,72.8,,False,33.2,False,Medium,36.0,30.2,Medium
28.6,Car,Semi-Urban,1.0,Moderate,36.4,Remote,False,52.4,True,Low,17.0,39.2,Medium
,None,Rural,3.0,High,62.4,Factory,True,74.7,False,Medium,9.0,45.12,Medium
41.6,Car,Urban,0.0,Moderate,48.2,Remote,False,63.9,False,Low,4.0,48.08,Medium
35.9,None,Urban,0.0,Moderate,68.3,Office,False,47.9,True,,38.0,26.46,Low
,Public Only,Urban,2.0,High,47.3,,False,36.3,False,Low,28.0,50.98,Medium
64.1,None,Urban,1.0,Low,54.6,Fieldwork,False,56.5,False,Medium,32.0,50.84,Medium
46.8,Two-wheeler,Semi-Urban,2.0,Low,55.6,Fieldwork,True,60.6,False,High,18.0,54.15,Medium
74.6,Car,Urban,3.0,Moderate,63.7,Factory,False,24.9,False,High,5.0,58.56,Medium
22.2,Public Only,Semi-Urban,2.0,Moderate,74.4,Remote,False,29.6,False,Low,2.0,26.5,Low
41.1,Car,Semi-Urban,0.0,Low,75.5,Remote,False,44.2,True,High,11.0,31.47,Medium
30.7,Car,Rural,2.0,Low,63.1,Remote,False,23.4,False,High,30.0,41.87,Medium
7.7,Two-wheeler,Urban,2.0,High,43.4,Factory,False,13.8,True,High,27.0,41.7,Medium
43.3,None,Rural,1.0,Moderate,98.7,Office,False,29.4,False,,15.0,19.25,Low
42.6,Two-wheeler,Rural,0.0,Low,58.7,Remote,False,57.7,False,Low,24.0,29.6,Low
75.3,,Rural,1.0,High,64.1,Fieldwork,False,52.0,False,Medium,19.0,32.74,Medium
57.6,Public Only,Semi-Urban,1.0,Moderate,63.6,Office,False,41.1,False,Low,40.0,35.11,Medium
24.5,Two-wheeler,Rural,0.0,Moderate,65.3,Remote,True,31.3,False,Medium,1.0,13.42,Low
82.1,Two-wheeler,Semi-Urban,1.0,Moderate,47.3,Remote,False,57.4,False,,28.0,41.77,Medium
69.4,Car,Urban,4.0,Moderate,66.6,Office,True,56.3,True,,8.0,58.18,Medium
56.6,,Semi-Urban,4.0,Moderate,87.3,Factory,False,74.9,False,Medium,22.0,53.95,Medium
40.5,,Semi-Urban,2.0,Moderate,29.9,Remote,False,0.0,False,Low,25.0,42.73,Medium
25.8,Two-wheeler,Rural,5.0,Low,60.5,Factory,False,15.1,False,High,18.0,52.2,Medium
37.6,Two-wheeler,Semi-Urban,1.0,Low,43.2,Fieldwork,True,68.8,True,High,9.0,50.92,Medium
66.8,Public Only,Urban,3.0,Low,74.8,Remote,False,59.5,False,Medium,8.0,48.82,Medium
82.7,None,Semi-Urban,3.0,Moderate,77.1,Remote,False,68.7,False,Medium,22.0,45.25,Medium
75.9,Car,Rural,3.0,Moderate,58.1,Remote,False,32.2,True,Low,2.0,40.49,Medium
35.2,None,Urban,1.0,Low,60.9,Remote,True,42.2,True,Medium,37.0,39.49,Medium
22.6,Public Only,Urban,0.0,High,46.8,Factory,False,24.4,True,Low,35.0,41.33,Medium
47.8,None,Semi-Urban,3.0,Moderate,24.6,Factory,False,3.3,True,High,6.0,45.1,Medium
9.6,None,Urban,2.0,Moderate,55.9,Office,False,52.8,True,High,11.0,21.43,Low
51.5,Two-wheeler,Urban,2.0,High,56.8,Factory,False,78.3,False,High,23.0,48.77,Medium
42.0,Two-wheeler,Urban,2.0,High,60.6,Factory,False,46.6,False,Medium,15.0,41.23,Medium
35.7,None,Rural,3.0,Low,10.8,Fieldwork,False,35.7,False,,19.0,52.36,Medium
13.1,None,Urban,0.0,,34.1,Office,False,27.6,True,High,24.0,24.36,Low
55.3,Car,Urban,2.0,High,37.8,Fieldwork,False,72.3,True,Low,10.0,63.13,Medium
34.3,Public Only,Semi-Urban,2.0,Low,61.2,Office,False,51.6,True,Low,40.0,39.86,Medium
21.6,Two-wheeler,Rural,3.0,Low,68.8,Remote,True,52.4,False,Low,33.0,45.24,Medium
0.0,Two-wheeler,Rural,2.0,Low,42.6,Fieldwork,False,21.1,False,Medium,18.0,41.4,Medium
44.4,Two-wheeler,Urban,3.0,Low,55.9,Office,False,31.7,False,High,18.0,46.63,Medium
,Two-wheeler,Rural,,High,51.3,Factory,False,64.7,False,Medium,19.0,35.44,Medium
78.2,None,Urban,2.0,Moderate,90.5,,False,39.5,False,Medium,24.0,47.48,Medium
35.9,None,Semi-Urban,3.0,Low,54.2,Office,False,37.0,False,Low,25.0,46.35,Medium
33.0,Car,Semi-Urban,3.0,Moderate,53.6,Fieldwork,False,100.0,True,Medium,40.0,51.16,Medium
54.4,Two-wheeler,Urban,1.0,Low,47.8,Remote,False,51.4,True,Low,9.0,46.8,Medium
25.0,Two-wheeler,Semi-Urban,2.0,Moderate,31.5,Factory,False,46.6,True,Low,35.0,46.2,Medium
51.0,None,Urban,1.0,Moderate,69.7,Remote,False,47.3,False,Low,28.0,36.25,Medium
60.3,Car,Rural,2.0,Low,56.0,Factory,False,36.4,False,Low,28.0,60.11,Medium
69.5,None,Urban,,Moderate,54.2,Office,False,48.5,True,High,13.0,32.43,Medium
43.0,Two-wheeler,Semi-Urban,1.0,Moderate,62.7,Office,False,88.8,True,,32.0,31.09,Medium
,Two-wheeler,Urban,,Low,36.3,,False,58.3,False,,23.0,42.45,Medium
27.4,Public Only,Urban,1.0,High,86.6,Office,True,18.1,True,Medium,18.0,25.84,Low
,,Rural,,Low,32.7,Fieldwork,False,41.3,False,Low,12.0,54.28,Medium
40.5,,Semi-Urban,2.0,,86.6,Office,True,52.1,False,Medium,26.0,34.02,Medium
52.3,Car,Rural,3.0,High,59.8,Factory,False,19.9,True,Low,21.0,48.57,Medium
63.3,None,Urban,0.0,Low,54.2,,False,40.6,True,,9.0,30.61,Medium
28.9,,Urban,3.0,Moderate,70.1,Fieldwork,False,30.8,False,Low,21.0,47.07,Medium
74.9,Two-wheeler,Semi-Urban,,Moderate,54.8,,False,42.1,False,Medium,23.0,35.16,Medium
39.6,Car,Urban,,Moderate,74.0,Remote,True,51.4,True,,6.0,39.19,Medium
,Two-wheeler,Urban,0.0,Low,64.6,Fieldwork,True,64.0,True,High,,46.83,Medium
30.1,Two-wheeler,Semi-Urban,0.0,Moderate,70.7,Remote,False,26.9,False,Low,1.0,18.84,Low
0.0,None,Urban,1.0,Moderate,75.6,Office,False,48.3,True,Medium,9.0,14.93,Low
,Public Only,Urban,2.0,Moderate,57.4,Remote,True,43.5,False,Low,3.0,42.76,Medium
59.7,Public Only,Urban,3.0,Moderate,74.5,Remote,True,45.6,True,Low,9.0,43.31,Medium
39.4,Car,Semi-Urban,2.0,High,67.8,Factory,False,33.6,False,Medium,24.0,46.8,Medium
46.3,Public Only,Semi-Urban,0.0,Moderate,80.0,Fieldwork,False,49.1,False,Low,28.0,33.64,Medium
,Public Only,Urban,2.0,Moderate,54.5,Fieldwork,False,59.9,False,Low,26.0,48.21,Medium
13.7,Car,Semi-Urban,1.0,High,80.5,Factory,True,22.2,False,High,16.0,40.82,Medium
34.4,Car,Urban,3.0,Low,48.4,Office,False,84.6,False,Medium,7.0,65.11,Medium
60.9,Public Only,Rural,1.0,Moderate,29.9,,False,68.8,True,High,17.0,40.49,Medium
19.9,None,Rural,4.0,Low,39.5,Office,False,18.5,True,Low,37.0,50.09,Medium
50.9,Car,Semi-Urban,3.0,High,55.0,Remote,True,78.9,False,Medium,38.0,55.77,Medium
17.9,Two-wheeler,Urban,2.0,,63.9,Remote,False,80.3,True,High,34.0,40.31,Medium
54.3,Car,Semi-Urban,1.0,Moderate,60.2,Office,False,39.9,False,High,19.0,35.24,Medium
44.3,Two-wheeler,Semi-Urban,,Moderate,71.8,Remote,False,54.1,True,,8.0,13.73,Low
