student_id,age,gender,ethnicity,major,gpa_current,gpa_history,attendance_rate,enrollment_gap_months,credits_completed,financial_aid_status,academic_warning_count,advisor_meeting_count,advising_notes,counseling_notes,gpa_by_semester,attendance_by_semester,dropout_risk,next_semester_dropout,dropout_type,dropout_duration,dropout_cause
S1250,22,Male,Other,Biology,2.43,2.33,0.85,2,56,True,0,4,Student discussed academic goals and current challenges.,,"[2.67, 1.87, 3.96, 2.02]","[0.57, 0.6, 0.88, 0.71]",False,False,None,0,None
S1251,22,Other,Black,Computer Science,2.29,2.29,0.69,0,111,True,3,4,Student discussed academic goals and current challenges.,,"[3.78, 2.47, 3.57, 1.83]","[0.97, 0.88, 0.97, 0.84]",False,False,None,0,None
S1252,28,Male,Asian,Psychology,3.85,3.71,0.67,0,91,True,3,2,Student discussed academic goals and current challenges.,,"[2.01, 3.49, 3.35, 1.66]","[0.69, 0.64, 0.65, 0.99]",True,False,Permanent,0,Other
S1253,19,Other,Asian,Electrical Engineering,1.62,1.45,0.7,0,55,True,2,0,Student discussed academic goals and current challenges.,,"[3.67, 1.95, 3.87, 2.05]","[0.66, 0.88, 0.7, 0.8]",False,False,None,0,None
S1254,19,Other,Hispanic,Biology,3.36,3.25,0.53,2,117,False,0,1,Student discussed academic goals and current challenges.,,"[1.8, 3.88, 3.66, 2.94]","[0.84, 0.51, 0.67, 0.9]",False,False,None,0,None
S1255,21,Female,Other,Business,3.25,3.04,0.75,0,68,False,3,5,Student discussed academic goals and current challenges.,,"[1.6, 2.42, 3.95, 2.55]","[0.75, 0.95, 0.86, 0.79]",False,False,None,0,None
S1256,28,Other,White,Biology,2.64,2.4,0.69,1,86,False,0,5,Student discussed academic goals and current challenges.,,"[3.66, 3.99, 2.57, 1.78]","[0.52, 0.86, 0.94, 0.61]",False,False,None,0,None
S1257,23,Female,Other,Business,2.89,2.86,0.99,2,40,True,0,1,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.6, 3.13, 3.04, 1.94]","[0.76, 0.86, 0.99, 0.6]",False,False,None,0,None
S1258,26,Female,White,Electrical Engineering,1.92,1.75,0.97,2,74,False,3,1,Student discussed academic goals and current challenges.,,"[2.32, 1.63, 2.63, 2.14]","[0.68, 0.85, 0.76, 0.56]",False,False,None,0,None
S1259,18,Female,White,Biology,2.2,2.11,0.52,0,36,True,1,0,Student discussed academic goals and current challenges.,,"[1.97, 2.54, 3.84, 2.64]","[0.65, 0.78, 0.56, 0.8]",False,False,None,0,None
S1260,28,Female,White,Computer Science,2.84,2.6,0.69,3,76,True,2,1,Student discussed academic goals and current challenges.,,"[2.72, 3.86, 1.64, 3.83]","[0.53, 0.77, 0.95, 0.63]",False,False,None,0,None
S1261,22,Female,White,Electrical Engineering,2.95,2.81,0.64,0,84,True,2,1,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.95, 1.71, 1.89, 2.6]","[0.76, 0.63, 0.66, 0.54]",True,False,Permanent,0,Other
S1262,22,Other,White,Psychology,2.68,2.32,0.7,2,96,True,2,0,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[1.52, 3.53, 3.87, 1.73]","[0.58, 0.98, 0.77, 0.51]",False,False,None,0,None
S1263,19,Female,Other,Business,2.62,2.27,0.87,0,90,True,2,3,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[1.74, 1.64, 1.82, 1.64]","[0.92, 0.53, 0.64, 0.55]",False,False,None,0,None
S1264,22,Other,Black,Electrical Engineering,2.79,2.29,0.81,0,49,False,2,2,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[1.53, 3.74, 1.57, 2.1]","[0.52, 0.67, 0.76, 0.9]",False,False,None,0,None
S1265,29,Male,Black,Computer Science,3.26,3.17,0.88,0,66,True,2,5,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[1.96, 2.78, 3.61, 1.7]","[0.85, 0.83, 0.94, 0.62]",False,False,None,0,None
S1266,25,Female,Asian,Electrical Engineering,2.96,2.6,0.69,0,57,True,2,0,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.67, 2.11, 3.92, 3.9]","[0.62, 0.67, 0.95, 0.98]",False,False,None,0,None
S1267,26,Male,Hispanic,Psychology,3.72,3.64,0.59,1,57,True,3,0,Student discussed academic goals and current challenges.,,"[2.38, 2.29, 2.73, 2.3]","[0.6, 0.65, 0.99, 0.71]",True,False,Permanent,0,Mental Health
S1268,27,Other,Asian,Computer Science,2.81,2.49,0.89,3,60,True,2,3,Student discussed academic goals and current challenges.,,"[2.45, 2.74, 1.52, 2.73]","[0.99, 0.64, 0.7, 0.84]",True,False,Temporary,2,Financial
S1269,19,Female,Black,Computer Science,2.54,2.39,0.97,3,93,True,2,4,Student discussed academic goals and current challenges.,,"[2.0, 2.37, 3.05, 2.86]","[0.56, 0.64, 0.62, 0.61]",False,False,None,0,None
S1270,22,Female,Black,Business,3.31,3.31,0.75,2,43,False,3,2,Student discussed academic goals and current challenges.,,"[2.55, 2.61, 2.26, 3.29]","[0.68, 0.63, 0.72, 0.55]",True,True,Temporary,2,Mental Health
S1271,28,Female,Hispanic,Biology,3.11,3.02,0.62,0,21,True,0,3,Student discussed academic goals and current challenges.,,"[2.06, 1.94, 3.67, 2.61]","[0.57, 0.93, 0.91, 0.99]",False,False,None,0,None
S1272,22,Male,Other,Psychology,3.23,2.74,0.61,2,31,True,3,1,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[1.89, 3.38, 2.92, 2.19]","[0.74, 0.67, 0.79, 0.94]",False,False,None,0,None
S1273,25,Female,Black,Psychology,2.87,2.51,0.72,0,90,True,1,5,Student discussed academic goals and current challenges.,,"[1.95, 2.76, 2.31, 2.15]","[0.73, 0.57, 0.96, 0.93]",False,False,None,0,None
S1274,24,Male,White,Business,1.77,1.38,0.9,3,103,True,2,3,Student discussed academic goals and current challenges.,,"[1.6, 2.75, 3.41, 2.16]","[0.9, 0.63, 0.91, 0.54]",False,False,None,0,None
S1275,22,Male,Other,Psychology,2.59,2.44,0.77,0,67,False,1,0,Student discussed academic goals and current challenges.,,"[1.76, 2.96, 2.72, 2.81]","[0.83, 0.63, 0.96, 0.72]",False,False,None,0,None
S1276,24,Male,Hispanic,Computer Science,3.57,3.26,0.54,0,46,False,3,1,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.75, 1.83, 2.47, 3.55]","[0.98, 0.73, 0.75, 0.79]",True,True,Temporary,1,Academic
S1277,23,Female,Hispanic,Electrical Engineering,3.1,2.93,1.0,0,83,True,3,2,Student discussed academic goals and current challenges.,,"[1.56, 3.24, 3.31, 3.59]","[0.99, 0.99, 0.53, 0.91]",True,True,Transfer,2,Academic
S1278,28,Female,White,Electrical Engineering,3.12,3.06,0.83,0,44,True,1,3,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[1.6, 2.41, 3.57, 3.25]","[0.73, 0.53, 0.71, 0.73]",True,True,Permanent,0,Mental Health
S1279,27,Other,Asian,Business,2.19,1.99,0.97,3,68,True,1,4,Student discussed academic goals and current challenges.,,"[2.39, 3.21, 3.16, 3.29]","[0.63, 0.66, 0.56, 0.83]",True,False,Permanent,0,Financial
S1280,18,Female,Other,Business,1.53,1.46,0.86,2,99,True,2,4,Student discussed academic goals and current challenges.,,"[3.67, 3.34, 2.75, 2.93]","[0.57, 0.97, 0.68, 0.72]",False,False,None,0,None
S1281,24,Female,Other,Electrical Engineering,1.98,1.93,0.96,2,83,False,3,1,Student discussed academic goals and current challenges.,,"[3.01, 3.08, 2.82, 2.96]","[0.84, 0.88, 0.86, 0.93]",False,False,None,0,None
S1282,23,Other,Asian,Biology,2.5,2.03,0.7,2,99,False,3,5,Student discussed academic goals and current challenges.,,"[2.01, 4.0, 2.85, 2.21]","[1.0, 0.98, 0.72, 0.63]",False,False,None,0,None
S1283,29,Male,Other,Computer Science,2.95,2.58,0.84,0,55,True,2,1,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[1.82, 3.19, 3.65, 3.91]","[0.81, 0.59, 0.55, 0.91]",False,False,None,0,None
S1284,27,Other,Black,Biology,3.05,2.66,0.85,0,95,False,0,3,Student discussed academic goals and current challenges.,,"[3.63, 2.22, 3.1, 2.29]","[0.98, 0.52, 0.79, 0.58]",True,False,Permanent,0,Academic
S1285,24,Other,Black,Biology,1.94,1.82,0.75,0,96,True,3,1,Student discussed academic goals and current challenges.,,"[3.4, 2.75, 3.78, 1.87]","[0.82, 0.62, 0.58, 0.84]",False,False,None,0,None
S1286,28,Female,Asian,Psychology,3.58,3.33,0.96,2,118,True,1,2,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.23, 2.24, 2.39, 2.91]","[0.63, 0.96, 0.63, 0.95]",False,False,None,0,None
S1287,22,Other,Asian,Biology,3.87,3.77,0.81,1,39,False,0,3,Student discussed academic goals and current challenges.,,"[1.98, 2.8, 2.67, 1.68]","[0.91, 0.67, 0.79, 0.76]",False,False,None,0,None
S1288,20,Other,Asian,Psychology,3.49,3.42,0.57,0,72,False,3,3,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.81, 3.55, 2.39, 3.14]","[0.77, 0.84, 0.84, 0.81]",True,True,Temporary,3,Academic
S1289,23,Female,White,Computer Science,1.93,1.71,0.76,0,92,True,1,0,Student discussed academic goals and current challenges.,,"[1.91, 3.23, 3.19, 3.95]","[0.99, 0.84, 0.62, 0.9]",True,False,Permanent,0,Academic
S1290,20,Female,Hispanic,Electrical Engineering,2.06,1.63,0.91,1,31,True,2,5,Student discussed academic goals and current challenges.,,"[2.59, 2.28, 3.41, 3.84]","[0.97, 0.59, 0.94, 0.87]",False,False,None,0,None
S1291,18,Other,Hispanic,Business,2.69,2.25,0.64,2,97,True,2,5,Student discussed academic goals and current challenges.,,"[3.3, 1.57, 2.44, 3.07]","[0.57, 0.91, 0.62, 0.83]",False,False,None,0,None
S1292,20,Female,Hispanic,Computer Science,3.67,3.58,0.52,0,101,False,2,3,Student discussed academic goals and current challenges.,,"[3.55, 4.0, 2.03, 2.16]","[0.83, 0.98, 0.96, 0.75]",False,False,None,0,None
S1293,29,Other,Black,Business,3.08,2.59,0.67,0,51,True,1,2,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[1.75, 2.18, 3.54, 2.45]","[0.54, 0.67, 0.99, 0.81]",False,False,None,0,None
S1294,26,Female,Other,Electrical Engineering,3.27,2.82,0.57,0,21,True,1,0,Student discussed academic goals and current challenges.,,"[3.14, 3.32, 3.47, 2.11]","[0.65, 0.74, 0.53, 0.81]",True,True,Temporary,3,Mental Health
S1295,26,Female,Other,Psychology,3.38,3.13,0.56,3,74,True,0,2,Student discussed academic goals and current challenges.,,"[2.69, 3.54, 2.58, 3.49]","[0.8, 0.94, 0.71, 0.8]",False,False,None,0,None
S1296,24,Male,Hispanic,Business,3.78,3.7,0.81,1,65,False,1,4,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.09, 2.03, 3.34, 2.3]","[0.75, 0.58, 0.98, 0.93]",True,False,Temporary,1,Academic
S1297,20,Other,Hispanic,Biology,2.52,2.14,0.57,0,59,False,1,2,Student discussed academic goals and current challenges.,,"[2.64, 2.8, 1.52, 2.56]","[0.86, 0.72, 0.87, 0.62]",False,False,None,0,None
S1298,24,Male,Black,Electrical Engineering,2.46,2.37,0.68,0,111,True,0,0,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.54, 2.15, 3.67, 3.17]","[0.72, 0.74, 0.6, 0.81]",False,False,None,0,None
S1299,24,Female,Other,Computer Science,2.77,2.55,0.57,0,25,False,1,5,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[1.5, 2.99, 3.3, 3.05]","[0.54, 0.61, 0.63, 0.92]",True,True,Transfer,2,Financial
S1300,23,Male,Black,Biology,2.72,2.25,0.82,0,42,False,2,1,Student discussed academic goals and current challenges.,,"[3.82, 2.65, 1.95, 2.26]","[0.53, 0.73, 0.93, 0.97]",True,False,Transfer,2,Mental Health
S1301,19,Other,Other,Business,1.81,1.62,0.51,0,89,True,3,0,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.29, 2.57, 2.27, 3.91]","[0.98, 0.64, 0.74, 0.99]",False,False,None,0,None
S1302,29,Other,Other,Electrical Engineering,3.04,2.59,0.54,0,56,True,3,2,Student discussed academic goals and current challenges.,,"[2.83, 3.99, 3.5, 3.61]","[0.82, 0.52, 0.6, 0.96]",True,True,Transfer,2,Financial
S1303,18,Other,Hispanic,Biology,3.91,3.74,0.67,0,57,True,2,1,Student discussed academic goals and current challenges.,,"[3.95, 3.13, 3.36, 1.58]","[0.56, 0.82, 0.95, 0.81]",False,False,None,0,None
S1304,22,Other,Hispanic,Biology,3.53,3.33,0.97,3,63,False,3,4,Student discussed academic goals and current challenges.,,"[3.18, 3.22, 2.35, 2.04]","[0.91, 0.61, 0.77, 0.98]",False,False,None,0,None
S1305,22,Male,White,Psychology,2.22,1.74,0.52,0,85,False,2,0,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.18, 2.5, 3.96, 2.84]","[0.75, 0.63, 0.85, 0.51]",False,False,None,0,None
S1306,19,Male,Black,Business,3.16,2.75,0.51,2,104,True,3,4,Student discussed academic goals and current challenges.,,"[1.68, 3.21, 2.76, 3.41]","[0.74, 0.57, 0.82, 0.59]",True,True,Temporary,1,Other
S1307,20,Female,Other,Biology,3.03,2.95,0.98,1,113,True,1,5,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.17, 1.58, 1.8, 3.06]","[0.97, 0.6, 0.87, 0.93]",True,True,Transfer,2,Academic
S1308,21,Female,White,Computer Science,2.87,2.83,0.71,2,58,True,1,5,Student discussed academic goals and current challenges.,,"[2.16, 3.69, 1.82, 3.3]","[0.55, 0.81, 0.68, 0.89]",False,False,None,0,None
S1309,21,Male,White,Psychology,1.74,1.6,0.66,0,43,False,0,1,Student discussed academic goals and current challenges.,,"[3.67, 2.98, 1.82, 2.57]","[0.58, 0.85, 0.88, 0.55]",False,False,None,0,None
S1310,18,Male,Black,Biology,1.7,1.6,0.74,0,100,False,1,4,Student discussed academic goals and current challenges.,,"[2.49, 3.62, 2.73, 2.68]","[0.75, 0.92, 0.92, 0.7]",False,False,None,0,None
S1311,18,Female,Black,Business,3.84,3.48,0.96,3,118,False,0,1,Student discussed academic goals and current challenges.,,"[2.34, 1.77, 2.1, 3.87]","[0.65, 0.58, 0.73, 0.65]",False,False,None,0,None
S1312,24,Male,Black,Computer Science,2.31,2.04,0.78,1,54,True,0,1,Student discussed academic goals and current challenges.,,"[2.32, 2.2, 1.96, 2.74]","[0.64, 0.87, 0.54, 0.83]",False,False,None,0,None
S1313,23,Male,Other,Electrical Engineering,2.55,2.16,0.67,0,89,True,1,4,Student discussed academic goals and current challenges.,,"[3.63, 2.0, 3.69, 2.38]","[0.86, 0.66, 0.95, 0.56]",True,True,Permanent,0,Other
S1314,18,Female,Other,Business,2.8,2.68,0.56,2,82,False,2,0,Student discussed academic goals and current challenges.,,"[2.3, 1.59, 1.82, 3.79]","[0.75, 0.73, 0.52, 0.86]",False,False,None,0,None
S1315,23,Female,Hispanic,Computer Science,1.63,1.57,0.5,0,50,True,3,3,Student discussed academic goals and current challenges.,,"[3.32, 1.79, 2.97, 3.17]","[0.6, 0.94, 0.6, 0.66]",False,False,None,0,None
S1316,21,Female,Black,Business,1.76,1.55,0.97,0,109,True,2,3,Student discussed academic goals and current challenges.,,"[2.4, 1.77, 3.69, 3.46]","[0.58, 0.76, 0.74, 0.81]",True,False,Transfer,3,Financial
S1317,28,Male,White,Biology,2.95,2.68,0.53,3,75,False,2,0,Student discussed academic goals and current challenges.,,"[3.36, 3.31, 1.84, 3.59]","[0.58, 0.65, 0.62, 0.69]",False,False,None,0,None
S1318,21,Female,White,Electrical Engineering,1.65,1.42,0.6,0,40,False,1,0,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.65, 2.2, 2.42, 1.9]","[0.94, 0.51, 0.94, 0.79]",True,True,Temporary,2,Other
S1319,19,Other,White,Business,3.31,3.06,0.75,3,47,False,3,5,Student discussed academic goals and current challenges.,,"[3.51, 3.47, 2.24, 1.84]","[0.57, 0.85, 0.82, 0.89]",False,False,None,0,None
S1320,28,Other,Hispanic,Psychology,3.1,3.03,0.96,1,76,True,3,3,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[1.5, 3.74, 2.8, 2.16]","[0.88, 0.96, 0.74, 0.66]",False,False,None,0,None
S1321,29,Male,Black,Biology,1.63,1.38,0.56,1,110,False,0,0,Student discussed academic goals and current challenges.,,"[3.51, 1.88, 2.42, 2.43]","[0.58, 0.9, 0.85, 0.6]",False,False,None,0,None
S1322,24,Other,Asian,Biology,1.76,1.45,0.56,1,101,False,3,0,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.95, 3.78, 2.89, 1.94]","[0.69, 0.92, 0.82, 0.83]",False,False,None,0,None
S1323,20,Other,Asian,Computer Science,2.48,2.15,0.61,0,38,False,0,2,Student discussed academic goals and current challenges.,,"[3.02, 1.92, 3.49, 3.3]","[0.54, 0.73, 0.59, 0.67]",False,False,None,0,None
S1324,25,Male,Asian,Electrical Engineering,1.79,1.6,0.52,1,104,True,2,5,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.04, 1.8, 3.63, 1.89]","[0.99, 0.92, 0.75, 0.99]",False,False,None,0,None
S1325,28,Female,Asian,Biology,2.35,1.9,0.97,0,92,True,1,4,Student discussed academic goals and current challenges.,,"[2.87, 2.98, 3.13, 2.14]","[0.68, 0.92, 0.6, 0.91]",False,False,None,0,None
S1326,20,Female,Hispanic,Computer Science,2.77,2.74,0.69,3,59,False,0,0,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.58, 3.92, 2.63, 1.86]","[0.69, 0.98, 0.66, 0.93]",False,False,None,0,None
S1327,26,Male,Asian,Biology,2.23,1.89,0.85,0,65,False,2,2,Student discussed academic goals and current challenges.,,"[3.08, 1.91, 2.91, 2.76]","[0.51, 0.68, 0.8, 0.92]",False,False,None,0,None
S1328,18,Female,Asian,Biology,2.81,2.47,0.63,0,52,False,0,4,Student discussed academic goals and current challenges.,,"[2.9, 2.29, 1.71, 3.21]","[0.85, 0.68, 0.54, 0.71]",False,False,None,0,None
S1329,25,Male,Asian,Computer Science,1.98,1.5,0.7,1,29,True,0,0,Student discussed academic goals and current challenges.,,"[3.95, 2.47, 2.17, 2.55]","[0.55, 0.56, 0.71, 0.88]",True,False,Permanent,0,Mental Health
S1330,29,Female,Hispanic,Computer Science,2.12,1.8,0.83,0,106,False,3,5,Student discussed academic goals and current challenges.,,"[2.54, 3.24, 2.17, 4.0]","[0.59, 0.51, 0.57, 0.89]",False,False,None,0,None
S1331,27,Other,Black,Electrical Engineering,2.85,2.62,0.97,1,108,False,3,0,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.85, 3.07, 2.14, 3.5]","[0.82, 0.75, 0.53, 0.96]",False,False,None,0,None
S1332,22,Male,Asian,Computer Science,2.35,1.88,0.96,0,44,True,2,4,Student discussed academic goals and current challenges.,,"[2.95, 3.87, 1.63, 1.77]","[0.59, 0.85, 0.82, 0.95]",False,False,None,0,None
S1333,24,Female,Asian,Computer Science,3.07,2.79,0.87,2,105,False,3,0,Student discussed academic goals and current challenges.,,"[3.32, 3.08, 1.85, 2.61]","[0.78, 0.92, 0.72, 0.96]",True,False,Transfer,1,Mental Health
S1334,18,Other,Asian,Biology,2.87,2.47,0.79,0,99,True,3,5,Student discussed academic goals and current challenges.,,"[2.53, 2.25, 3.37, 2.02]","[0.6, 0.59, 0.56, 0.66]",True,False,Transfer,1,Other
S1335,24,Female,Asian,Computer Science,3.4,3.15,0.99,0,54,False,1,5,Student discussed academic goals and current challenges.,,"[1.76, 3.33, 2.47, 3.46]","[0.75, 0.59, 0.87, 0.63]",True,True,Transfer,1,Academic
S1336,29,Male,White,Computer Science,1.69,1.38,0.83,0,77,True,0,5,Student discussed academic goals and current challenges.,,"[2.17, 1.55, 3.31, 1.58]","[0.8, 0.77, 0.98, 0.74]",False,False,None,0,None
S1337,28,Other,Hispanic,Computer Science,2.88,2.46,1.0,0,81,True,1,5,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.04, 2.51, 1.6, 2.37]","[0.63, 0.84, 0.97, 0.63]",False,False,None,0,None
S1338,21,Other,Hispanic,Biology,3.26,2.83,0.68,3,78,True,3,1,Student discussed academic goals and current challenges.,,"[2.62, 3.49, 2.87, 3.12]","[0.88, 0.81, 0.77, 0.87]",False,False,None,0,None
S1339,25,Male,Asian,Biology,2.98,2.74,0.81,0,66,False,3,1,Student discussed academic goals and current challenges.,,"[2.73, 3.59, 1.91, 2.19]","[0.53, 0.85, 0.62, 0.69]",False,False,None,0,None
S1340,22,Male,Hispanic,Electrical Engineering,1.83,1.64,0.51,0,100,True,1,0,Student discussed academic goals and current challenges.,,"[3.96, 3.6, 1.59, 3.15]","[0.64, 0.78, 0.64, 0.67]",False,False,None,0,None
S1341,22,Other,Other,Psychology,1.63,1.24,0.92,0,50,True,3,5,Student discussed academic goals and current challenges.,,"[3.61, 3.32, 3.95, 1.89]","[0.61, 0.61, 0.9, 0.59]",False,False,None,0,None
S1342,22,Other,White,Psychology,4.0,3.99,0.92,3,27,True,0,1,Student discussed academic goals and current challenges.,,"[2.08, 1.79, 2.32, 2.05]","[0.96, 0.93, 0.75, 0.53]",False,False,None,0,None
S1343,19,Female,Hispanic,Electrical Engineering,3.02,2.93,0.9,2,80,False,1,0,Student discussed academic goals and current challenges.,,"[1.72, 2.9, 2.76, 1.86]","[0.72, 0.67, 0.76, 0.79]",False,False,None,0,None
S1344,21,Male,Other,Business,2.15,2.14,0.64,0,74,False,0,3,Student discussed academic goals and current challenges.,,"[3.89, 2.1, 2.31, 1.96]","[0.79, 0.58, 0.68, 0.85]",False,False,None,0,None
S1345,23,Male,White,Electrical Engineering,2.47,2.26,0.78,1,52,False,3,3,Student discussed academic goals and current challenges.,,"[3.09, 3.94, 3.56, 1.65]","[0.69, 0.96, 0.75, 0.83]",False,False,None,0,None
S1346,19,Male,Hispanic,Business,3.35,3.31,0.83,3,110,True,0,4,Student discussed academic goals and current challenges.,,"[1.98, 3.48, 2.63, 2.25]","[0.69, 0.93, 0.87, 0.64]",True,False,Permanent,0,Mental Health
S1347,29,Female,Asian,Electrical Engineering,2.13,1.67,0.79,0,104,True,2,3,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.03, 2.8, 2.69, 2.15]","[0.91, 0.95, 0.89, 0.6]",False,False,None,0,None
S1348,28,Other,Other,Biology,3.41,3.29,0.52,3,69,False,0,0,Student discussed academic goals and current challenges.,,"[2.43, 2.75, 3.31, 1.78]","[0.7, 0.74, 0.77, 0.91]",True,True,Temporary,2,Mental Health
S1349,29,Female,Asian,Business,1.68,1.51,0.87,0,55,False,2,0,Student discussed academic goals and current challenges.,,"[3.82, 3.87, 1.67, 2.64]","[0.8, 0.63, 0.7, 0.84]",False,False,None,0,None
S1350,20,Other,Other,Electrical Engineering,3.0,2.65,0.55,0,34,True,3,3,Student discussed academic goals and current challenges.,,"[3.74, 3.21, 3.65, 1.72]","[0.93, 0.66, 0.59, 0.62]",True,True,Temporary,2,Mental Health
S1351,28,Female,White,Psychology,2.13,1.97,0.57,0,84,False,3,0,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.52, 2.47, 3.49, 2.26]","[0.54, 0.97, 0.7, 0.9]",True,True,Permanent,0,Other
S1352,18,Male,White,Business,3.12,2.68,0.52,1,114,True,0,4,Student discussed academic goals and current challenges.,,"[2.13, 2.89, 2.82, 3.14]","[0.62, 0.93, 0.65, 0.85]",False,False,None,0,None
S1353,27,Female,Other,Biology,2.5,2.35,0.84,0,29,True,1,5,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.54, 2.21, 2.21, 2.71]","[0.86, 0.68, 0.81, 0.69]",True,True,Permanent,0,Mental Health
S1354,18,Other,Hispanic,Business,2.93,2.56,0.69,0,41,False,1,0,Student discussed academic goals and current challenges.,,"[3.5, 2.17, 2.11, 2.07]","[0.67, 0.75, 0.72, 0.61]",False,False,None,0,None
S1355,27,Other,Other,Electrical Engineering,3.64,3.43,0.54,3,26,False,0,0,Student discussed academic goals and current challenges.,,"[3.72, 3.72, 3.36, 1.59]","[0.79, 0.89, 0.51, 0.77]",False,False,None,0,None
S1356,19,Other,Black,Psychology,3.52,3.29,0.61,0,93,False,3,3,Student discussed academic goals and current challenges.,,"[3.16, 3.27, 1.94, 3.72]","[0.72, 0.57, 0.88, 0.89]",False,False,None,0,None
S1357,20,Female,White,Psychology,3.65,3.41,1.0,2,28,False,2,2,Student discussed academic goals and current challenges.,,"[2.52, 2.22, 2.89, 2.26]","[0.54, 0.5, 0.72, 0.92]",False,False,None,0,None
S1358,24,Female,Hispanic,Business,3.79,3.56,0.53,0,70,False,1,4,Student discussed academic goals and current challenges.,,"[2.21, 3.48, 3.76, 3.94]","[0.62, 0.94, 0.66, 0.56]",False,False,None,0,None
S1359,29,Male,Other,Electrical Engineering,3.52,3.5,0.8,0,61,True,0,1,Student discussed academic goals and current challenges.,,"[2.97, 1.85, 2.57, 2.88]","[0.8, 0.64, 0.7, 0.89]",False,False,None,0,None
S1360,19,Other,Other,Computer Science,3.51,3.08,0.78,2,29,False,3,0,Student discussed academic goals and current challenges.,,"[1.77, 3.22, 2.15, 2.14]","[1.0, 0.59, 0.57, 0.55]",False,False,None,0,None
S1361,28,Other,Black,Psychology,3.07,2.89,0.77,0,92,False,3,4,Student discussed academic goals and current challenges.,,"[2.91, 1.95, 1.75, 1.64]","[0.83, 0.9, 0.75, 0.53]",False,False,None,0,None
S1362,21,Male,Hispanic,Psychology,3.83,3.4,0.85,1,93,False,2,1,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.91, 2.04, 3.53, 1.99]","[0.61, 0.84, 0.7, 0.97]",False,False,None,0,None
S1363,22,Female,Black,Psychology,2.31,1.84,0.68,0,57,True,2,4,Student discussed academic goals and current challenges.,,"[2.22, 2.96, 2.98, 3.3]","[0.87, 0.76, 0.67, 0.92]",True,False,Permanent,0,Other
S1364,24,Other,Other,Psychology,2.62,2.32,0.54,0,36,True,0,2,Student discussed academic goals and current challenges.,,"[1.55, 2.32, 3.07, 2.19]","[0.95, 0.82, 0.54, 0.95]",False,False,None,0,None
S1365,20,Female,Other,Biology,3.54,3.42,0.6,2,108,False,1,0,Student discussed academic goals and current challenges.,,"[3.89, 2.76, 1.71, 3.05]","[0.67, 0.93, 0.72, 0.6]",True,False,Transfer,2,Mental Health
S1366,25,Male,Other,Computer Science,3.26,3.25,0.5,0,74,False,2,5,Student discussed academic goals and current challenges.,,"[3.86, 3.83, 2.02, 2.4]","[0.57, 0.75, 0.73, 0.95]",False,False,None,0,None
S1367,19,Other,Hispanic,Business,3.59,3.21,0.74,0,61,False,3,1,Student discussed academic goals and current challenges.,,"[2.55, 2.07, 2.0, 1.59]","[0.82, 0.63, 0.53, 0.62]",False,False,None,0,None
S1368,18,Male,Asian,Business,3.5,3.31,0.95,1,56,False,2,3,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.04, 2.23, 1.93, 2.45]","[0.96, 0.81, 0.71, 0.97]",False,False,None,0,None
S1369,28,Other,Other,Biology,2.03,1.75,0.81,2,92,False,3,0,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.25, 3.1, 2.3, 1.73]","[0.71, 0.56, 0.97, 0.74]",False,False,None,0,None
